steer,nombre,vitesse
-6.71,36242,22
-6.23,36243,22
-5.58,36244,21
-4.32,36246,21
-4.93,36245,21
-6.76,36247,21
-5.64,36248,21
-5.64,36249,21
-4.99,36250,20
-4.41,36251,20
-3.88,36252,20
-6.56,36253,20
-6.14,36254,20
-4.91,36256,21
-5.54,36255,20
-4.32,36257,21
-6.74,36258,22
-6.22,36259,22
-5.53,36260,22
-4.85,36261,22
-4.22,36262,22
-3.67,36263,22
-6.44,36264,22
-6.03,36265,22
-5.42,36266,22
-4.79,36267,22
-6.73,36268,21
-6.27,36269,21
-6.27,36270,21
-5.64,36271,21
-4.99,36272,21
-4.40,36273,21
-6.79,36274,20
-6.32,36275,20
-5.68,36276,20
-5.05,36277,20
-4.47,36278,20
-6.56,36280,20
-5.48,36282,21
-6.12,36281,21
-3.96,36279,20
-4.83,36283,22
-4.23,36284,22
-6.15,36286,22
-6.15,36285,22
-5.48,36287,22
-4.20,36289,22
-4.20,36288,22
-3.66,36290,22
-6.43,36291,22
-5.46,36292,22
-5.46,36293,22
-4.84,36294,21
-4.27,36295,21
-6.73,36296,21
-6.29,36297,21
-5.67,36298,21
-5.03,36299,21
-4.45,36300,20
-6.78,36301,20
-6.31,36302,20
-5.69,36303,20
-5.07,36304,20
-4.50,36305,20
-6.53,36306,21
-6.53,36307,21
-6.09,36308,21
-5.45,36309,22
-4.80,36310,22
-4.20,36311,22
-6.59,36312,22
-6.13,36313,22
-5.48,36314,22
-4.83,36315,22
-4.23,36316,22
-6.60,36317,22
-6.15,36318,22
-5.51,36319,21
-4.88,36320,21
-4.29,36321,21
-3.77,36322,21
-6.45,36323,21
-5.50,36324,20
-4.91,36325,20
-4.91,36326,20
-4.35,36327,20
-6.51,36328,20
-6.08,36329,20
-5.49,36330,20
-4.89,36331,20
-5.01,36333,22
-4.52,36334,22
-3.98,36335,22
-3.47,36336,22
-3.08,36338,22
-2.72,36339,22
-2.38,36340,22
-2.06,36341,22
-1.70,36342,22
-1.49,36344,22
-1.70,36343,22
-1.30,36345,21
-1.13,36346,21
-0.98,36347,21
-0.90,36348,21
-0.78,36349,21
-0.68,36350,21
-0.51,36352,20
-0.59,36351,20
-0.46,36353,20
-0.40,36354,20
-0.35,36355,20
-0.30,36356,20
-0.26,36357,20
-0.21,36358,21
-0.15,36361,22
-0.17,36360,22
-0.13,36362,22
-0.19,36359,21
-0.08,36364,22
-0.08,36366,22
-0.08,36365,22
-0.05,36367,22
-0.03,36370,21
-0.03,36369,21
-0.01,36371,21
-0.01,36373,21
-0.01,36372,21
-0.02,36374,21
-0.01,36375,21
-0.00,36376,20
0.00,36377,20
0.00,36378,20
-0.01,36379,20
-0.01,36380,20
-0.00,36381,20
0.00,36382,20
0.01,36383,20
0.00,36384,21
0.00,36385,21
0.00,36386,22
-0.01,36388,22
-0.01,36389,22
-0.01,36390,22
-0.01,36392,22
-0.01,36391,22
-0.00,36393,22
-0.01,36394,22
-0.01,36395,22
0.00,36396,21
0.00,36397,21
0.01,36398,21
-0.01,36399,21
0.00,36400,21
0.01,36401,21
0.01,36402,21
0.01,36403,20
-0.00,36404,20
-0.00,36405,20
0.00,36406,20
0.01,36407,20
0.02,36409,20
0.02,36408,20
0.01,36410,21
0.01,36412,22
0.01,36411,22
0.01,36413,22
0.00,36414,22
-0.01,36415,22
-0.01,36416,22
-0.01,36417,22
-0.01,36418,22
-0.00,36419,22
-0.01,36420,22
-0.01,36421,22
0.00,36422,21
0.00,36423,21
0.01,36424,21
-0.01,36425,21
0.00,36427,21
0.01,36428,21
0.00,36426,21
0.01,36429,20
0.01,36432,20
-0.00,36430,20
0.01,36431,20
0.00,36433,20
0.00,36434,20
0.00,36435,20
0.01,36436,21
0.01,36437,22
0.01,36438,22
0.01,36439,22
-0.00,36440,22
-0.01,36441,22
-0.01,36442,22
-0.01,36443,22
-0.00,36444,22
-0.01,36445,22
-0.01,36446,22
-0.00,36447,22
0.01,36449,21
0.01,36448,21
-0.01,36450,21
0.00,36452,21
-0.00,36451,21
0.01,36453,21
0.01,36454,20
-0.00,36455,20
-0.00,36456,20
0.01,36457,20
0.01,36458,20
0.01,36459,20
0.01,36460,21
0.01,36461,21
0.01,36462,21
0.01,36463,22
0.00,36464,22
0.01,36465,22
-0.01,36466,22
-0.01,36467,22
-0.01,36469,22
-0.01,36468,22
-0.00,36470,22
-0.01,36471,22
-0.01,36472,22
-0.00,36473,21
0.00,36474,21
0.01,36475,21
-0.01,36476,21
-0.00,36477,21
0.00,36478,20
0.01,36479,20
0.01,36480,20
-0.00,36481,20
0.00,36483,20
-0.00,36482,20
0.01,36484,20
0.02,36485,21
0.01,36486,21
0.00,36487,22
0.00,36488,22
0.00,36489,22
-0.00,36490,22
-0.01,36491,22
-0.01,36493,22
-0.01,36492,22
-0.01,36494,22
0.00,36495,22
-0.01,36496,22
-0.01,36497,21
-0.00,36498,21
0.00,36499,21
0.01,36500,21
-0.01,36501,21
-0.00,36502,20
0.01,36504,20
0.00,36503,20
0.01,36505,20
0.01,36506,20
-0.00,36507,20
0.00,36508,20
0.01,36510,21
0.01,36509,21
0.01,36511,22
-0.00,36512,22
-0.00,36513,22
-0.01,36514,22
-0.01,36515,22
-0.00,36516,22
-0.01,36517,22
-0.01,36518,22
-0.01,36519,22
-0.00,36520,21
0.00,36521,21
-0.01,36522,21
-0.01,36523,21
-0.00,36524,21
0.00,36525,21
0.01,36526,20
-0.00,36527,20
-0.00,36528,20
0.00,36529,20
0.01,36530,20
0.01,36531,20
0.01,36532,21
0.01,36533,21
0.01,36534,22
0.01,36535,22
-0.01,36536,22
-0.01,36538,22
-0.01,36537,22
-0.01,36539,22
-0.01,36540,22
-0.00,36541,22
-0.01,36542,22
-0.00,36543,21
0.00,36544,21
0.00,36545,21
0.00,36546,21
-8.96,36547,21
-9.23,36548,21
-8.67,36549,20
-7.87,36550,20
-7.06,36551,20
-24.20,36553,20
-24.18,36552,20
-22.72,36554,20
-20.69,36555,21
-18.59,36556,22
-16.59,36557,22
-14.76,36558,23
-35.65,36559,23
-33.56,36561,23
-33.56,36560,23
-30.79,36562,23
-43.29,36563,22
-40.74,36564,22
-37.28,36565,22
-33.71,36566,22
-30.37,36567,22
-27.37,36568,22
-35.38,36569,21
-32.95,36570,21
-30.01,36571,21
-27.11,36572,21
-24.45,36573,21
-22.07,36574,21
-28.48,36575,20
-26.51,36576,20
-24.14,36577,20
-21.83,36578,20
-19.69,36579,20
-17.71,36580,21
-22.67,36581,22
-20.96,36582,22
-18.89,36583,22
-16.86,36584,22
-15.02,36585,22
0.00,36586,22
-18.35,36587,22
-19.22,36588,22
-18.61,36589,22
-17.25,36590,22
-15.05,36591,21
-13.30,36592,21
-11.75,36593,21
-10.39,36594,21
-9.20,36595,21
-7.37,36596,21
-6.38,36597,20
-4.90,36598,20
-4.90,36599,20
-3.82,36601,20
-4.32,36600,20
-2.82,36602,20
-2.41,36603,20
-2.09,36604,21
-1.81,36605,21
-1.58,36606,22
-1.11,36607,22
-0.78,36609,22
-0.78,36608,22
-0.67,36610,22
-0.57,36611,22
-0.38,36612,22
-0.30,36613,22
-0.25,36614,22
-0.21,36615,21
-0.17,36616,21
-0.11,36617,21
-0.08,36618,21
-0.06,36619,21
-0.04,36621,20
-0.05,36620,21
-0.02,36622,20
-0.01,36623,20
-0.01,36624,20
-0.00,36625,20
0.01,36626,20
0.01,36627,21
0.01,36630,22
0.01,36629,22
0.01,36628,21
0.01,36631,22
-0.01,36632,22
-0.01,36633,22
-0.00,36634,22
-0.00,36635,22
0.00,36636,22
-0.00,36637,22
-0.00,36638,21
0.00,36639,21
0.01,36640,21
-0.00,36642,21
-0.00,36643,21
0.00,36644,20
0.01,36645,20
0.01,36646,20
-0.00,36647,20
0.00,36648,20
0.00,36649,20
0.01,36650,20
0.02,36651,21
0.02,36652,21
0.00,36653,22
0.00,36654,22
-0.00,36655,22
-0.00,36657,22
-0.00,36656,22
-0.01,36658,22
-0.01,36659,22
-0.00,36661,22
-0.01,36660,22
0.00,36662,21
-0.01,36663,21
-0.00,36665,21
-0.01,36664,21
0.00,36666,21
0.01,36667,21
-0.01,36668,20
0.00,36669,20
0.00,36670,20
0.01,36671,20
0.00,36672,20
0.01,36673,21
0.01,36674,21
0.01,36675,21
-0.00,36678,22
0.01,36677,22
-0.01,36679,22
-0.01,36680,22
-0.01,36681,22
-0.00,36682,22
-0.01,36683,22
-0.01,36684,22
-0.00,36685,21
0.01,36687,21
-0.00,36688,21
0.01,36689,21
0.01,36690,21
0.00,36691,20
4.98,36692,20
4.85,36693,20

14.88,36694,20
14.84,36696,20
12.61,36697,21
24.05,36700,21
12.61,36698,21
24.65,36699,21
20.29,36701,22
32.00,36702,22
39.18,36703,21
39.18,36704,21
36.32,36707,21
36.32,36705,21
36.32,36706,21
40.59,36710,20
40.59,36711,20
43.92,36708,20
43.92,36709,20
37.23,36712,21
34.07,36713,21
43.75,36714,22
41.03,36715,22
37.61,36716,22
34.19,36717,22
31.04,36718,22
32.35,36719,22
29.43,36720,22
26.52,36721,22
21.48,36723,22
21.48,36722,22
20.10,36724,22
17.95,36725,22
14.23,36726,21
12.70,36727,21
11.45,36728,21
11.45,36729,21
8.98,36731,21
8.98,36730,21
7.96,36732,20
7.07,36733,20
6.64,36734,20
5.91,36735,20
5.25,36736,20
4.66,36737,20
4.12,36738,21
4.28,36739,21
3.34,36741,22
3.81,36740,22
2.53,36742,22
2.76,36744,22
2.53,36743,22
2.76,36745,22
2.14,36746,22
2.14,36747,22
2.43,36748,21
2.23,36749,21
2.00,36751,21
1.78,36752,21
2.30,36753,21
2.00,36750,21
1.92,36754,20
1.76,36755,20
1.38,36756,20
1.03,36757,21
0.56,36759,22
0.77,36758,22
0.41,36760,22
0.32,36761,22
0.28,36762,21
0.26,36764,21
0.26,36763,21
0.19,36765,21
0.16,36766,21
0.08,36768,20
0.14,36767,20
0.08,36769,20
0.08,36770,21
0.05,36772,21
0.05,36771,21
0.03,36773,22
0.02,36774,22
-0.00,36775,22
0.00,36776,22
-0.01,36777,21
0.01,36779,20
0.00,36778,20
0.01,36781,20
-0.00,36780,20
0.00,36782,22
-0.00,36784,22
-0.00,36785,22
-0.00,36783,22
-0.02,36786,22
-0.02,36787,22
-0.02,36788,22
-0.02,36789,22
-0.01,36792,21
-0.01,36791,21
-0.01,36790,21
-0.01,36793,21
-0.00,36794,21
0.00,36806,21
0.00,36805,21
0.00,36807,21
0.00,36808,21
-0.01,36809,21
-0.01,36811,21
-0.01,36810,21
-0.00,36812,20
-0.00,36815,20
-0.00,36813,20
-0.00,36814,20
0.01,36816,20
0.01,36817,20
-0.01,36818,20
-0.01,36819,20
-0.01,36820,20
-0.00,36821,20
0.00,36822,20
0.01,36823,21
0.02,36824,21
0.00,36825,21
-0.00,36826,22
-0.00,36827,22
-0.00,36828,22
-0.00,36829,22
-0.02,36830,22
-0.01,36831,21
-0.01,36832,21
-0.00,36833,21
0.00,36834,21
-0.01,36835,21
-0.01,36836,20
-0.00,36837,20
0.00,36838,20
0.01,36839,20
0.01,36840,20
-0.00,36841,20
0.01,36842,21
0.01,36843,21
0.01,36844,22
0.01,36845,22
-0.01,36846,22
-0.01,36847,22
-0.01,36848,22
-0.01,36849,22
-0.00,36850,22
-0.01,36851,21
-0.01,36852,21
-0.01,36853,21
-0.00,36854,21
0.00,36855,21
-0.01,36856,21
-0.00,36857,20
0.00,36859,20
0.00,36858,20
0.01,36860,20
-0.00,36861,20
0.00,36862,20
0.01,36863,21
0.01,36864,21
0.01,36865,22
0.01,36866,22
-0.00,36867,22
-0.01,36868,22
-0.01,36869,22
-0.01,36870,22
-0.01,36871,22
-0.01,36872,22
-0.01,36873,22
0.00,36875,21
-0.00,36874,21
-0.01,36876,21
-0.00,36877,21
-0.00,36878,21
0.00,36879,20
-0.00,36883,20
0.01,36881,20
-0.00,36882,20
0.01,36885,21
0.01,36884,20
0.01,36886,21
0.01,36887,21
0.00,36889,22
0.00,36888,22
-0.00,36891,22
-0.01,36893,22
-0.00,36890,22
-0.01,36892,22
-0.01,36895,22
-0.01,36894,22
0.01,36898,21
0.00,36897,21
-0.00,36896,21
0.01,36899,21
-0.01,36900,21
-0.01,36901,21
-0.00,36902,21
0.00,36903,21
0.01,36905,20
0.01,36904,20
0.01,36906,20
-0.00,36907,20
-0.00,36908,20
0.01,36910,20
0.00,36909,20
0.02,36911,20
0.01,36913,22
0.01,36912,22
0.00,36914,22
0.00,36915,22
0.00,36916,22
0.00,36917,22
-0.01,36918,22
-0.01,36919,22
-0.01,36920,22
-0.00,36921,22
-0.01,36922,22
-0.01,36923,22
-0.00,36924,22
0.01,36926,21
0.00,36925,22
-0.01,36927,21
0.00,36928,21
0.00,36929,21
0.01,36930,21
-0.00,36931,20
-0.00,36932,20
0.00,36933,20
0.01,36934,20
0.01,36935,20
0.01,36936,20
0.02,36937,20
0.01,36939,21
0.00,36938,20
0.01,36940,22
0.01,36941,22
-0.01,36942,22
-0.01,36943,22
-0.01,36944,22
-0.01,36946,22
-0.01,36945,22
-0.00,36947,22
-0.01,36948,22
-0.00,36949,22
0.00,36950,22
0.01,36951,22
-0.00,36954,21
-0.01,36953,21
0.01,36952,22
-0.00,36956,21
0.00,36957,20
0.01,36955,21
-0.00,36959,20
0.01,36958,20
-0.00,36961,20
-0.00,36960,20
0.01,36966,20
0.01,36962,20
0.01,36963,20
0.01,36967,21
0.01,36968,21
0.00,36969,22
0.00,36970,22
0.00,36971,22
-0.01,36972,22
-0.01,36973,22
-0.01,36974,22
-0.00,36975,22
-0.00,36976,22
-0.01,36978,22
0.00,36977,22
-0.01,36979,22
0.00,36980,21
0.01,36981,21
0.01,36982,21
-0.01,36983,21
-0.00,36984,21
0.01,36985,21
0.01,36986,21
-0.00,36987,20
-0.00,36988,20
-0.00,36989,20
-0.00,36990,20
0.00,36991,20
0.01,36992,20
0.01,36993,20
0.00,36995,21
0.00,36994,21
0.00,36996,22
-0.00,36997,22
-0.00,36998,22
-0.01,36999,22
-0.01,37000,22
-0.01,37001,22
-0.00,37002,22
0.00,37003,22
-0.00,37004,22
0.00,37006,20
0.01,37007,17
-0.00,37005,21
-0.13,37009, 0
-0.13,37008, 0
-0.15,37010, 0
-0.15,37011, 0
-0.16,37012, 0
-0.16,37015, 0
-0.16,37016, 0
-0.16,37013, 0
-0.16,37018, 0
-0.15,37020, 0
-0.15,37019, 0
-0.16,37017, 0
-0.15,37023, 0
-0.15,37022, 0
-0.15,37021, 0
-0.15,37024, 0
-0.15,37027, 0
-0.15,37026, 0
-0.15,37028, 0
-0.15,37031, 0
-0.15,37030, 0
-0.15,37029, 0
-0.15,37032, 0
-0.15,37033, 0
-0.15,37034, 0
-0.15,37035, 0
-0.15,37036, 0
-0.15,37037, 0
-0.15,37039, 0
-0.15,37038, 0
-0.15,37040, 0
-0.15,37041, 0
-0.15,37043, 0
-0.15,37046, 0
-0.15,37044, 0
-0.15,37045, 0
-0.15,37047, 0
-0.15,37051, 0
-0.15,37049, 0
-0.15,37048, 0
-0.15,37050, 0
-0.15,37054, 0
-0.15,37052, 0
-0.15,37053, 0
-0.15,37055, 0
-0.15,37057, 0
-0.15,37056, 0
-0.15,37058, 0
-0.15,37059, 0
-0.15,37060, 0
-0.15,37061, 0
-0.15,37062, 0
-0.15,37063, 0
-0.15,37064, 0
-0.15,37065, 0
-0.15,37067, 0
-0.15,37066, 0
-0.15,37068, 0
-0.15,37069, 0
-0.15,37070, 0
-0.15,37071, 0
-0.15,37072, 0
-0.15,37073, 0
-0.15,37074, 0
-0.15,37075, 0
-0.15,37077, 0
-0.15,37076, 0
-0.15,37078, 0
-0.15,37079, 0
-0.15,37080, 0
-0.15,37082, 0
-0.15,37081, 0
-0.15,37083, 0
-0.15,37084, 0
-0.15,37085, 0
-0.15,37086, 0
-0.15,37087, 0
-0.15,37091, 0
-0.15,37089, 0
-0.15,37088, 0
-0.15,37090, 0
-0.15,37095, 0
-0.15,37093, 0
-0.15,37092, 0
-0.15,37094, 0
-0.15,37096, 0
-0.15,37097, 0
-0.15,37098, 0
-0.15,37099, 0
-0.15,37100, 0
-0.15,37101, 0
-0.15,37102, 0
-0.15,37103, 0
-0.15,37104, 0
-0.15,37105, 0
-0.15,37106, 0
-0.15,37107, 0
-0.15,37108, 0
-0.15,37109, 0
-0.15,37110, 0
-0.15,37112, 0
-0.15,37113, 0
-0.15,37114, 0
-0.15,37111, 0
-0.15,37117, 0
-0.15,37115, 0
-0.15,37116, 0
-0.15,37118, 0
-0.15,37120, 0
-0.15,37119, 0
-0.15,37121, 0
-0.15,37122, 0
-0.15,37124, 0
-0.15,37123, 0
-0.15,37125, 0
-0.15,37126, 0
-0.15,37128, 0
-0.15,37129, 0
-0.15,37127, 0
-0.15,37130, 0
-0.15,37132, 0
-0.15,37133, 0
-0.15,37134, 0
-0.15,37136, 0
-0.15,37135, 0
-0.15,37137, 0
-0.15,37138, 0
-0.15,37139, 0
-0.15,37140, 0
-0.15,37141, 0
-0.15,37142, 0
-0.15,37144, 0
-0.15,37143, 0
-0.15,37145, 0
-0.15,37146, 0
-0.15,37147, 0
-0.15,37148, 0
-0.15,37149, 0
-0.15,37150, 0
-0.15,37151, 0
-0.15,37152, 0
-0.15,37153, 0
-0.15,37154, 0
-0.15,37156, 0
-0.15,37155, 0
-0.15,37157, 0
-0.15,37158, 0
-0.15,37159, 0
-0.15,37160, 0
-0.15,37161, 0
-0.15,37162, 0
-0.15,37163, 0
-0.15,37165, 1
-0.15,37164, 1
-0.12,37166, 2
-0.12,37167, 2
-0.12,37168, 5
-0.12,37169, 5
-0.11,37170, 6
-0.11,37171, 7
-0.11,37172, 8
-0.10,37173,10
-0.10,37174,11
-0.09,37175,12
-0.09,37176,13
-0.08,37177,14
-0.08,37178,15
0.00,37179,16
0.00,37180,17
3.04,37181,18
3.07,37182,19
2.85,37183,20
2.56,37184,21
10.32,37185,22
10.33,37186,23
9.56,37187,23
17.76,37189,24
8.59,37188,24
17.34,37190,24
16.01,37191,24
14.45,37192,24
23.72,37193,24
22.85,37194,24
26.56,37198,23
21.13,37195,23
30.30,37196,23
28.82,37197,23
36.76,37199,22
32.19,37200,22
42.51,37201,22
42.51,37202,22
36.88,37204,21
36.88,37203,21
33.72,37205,21
40.24,37206,21
38.37,37207,20
38.37,37208,20
35.79,37209,20
42.45,37210,21
39.53,37211,21
32.76,37212,22
29.62,37213,23
29.62,37214,23
28.32,37215,23
22.48,37216,23
19.92,37217,23
19.92,37218,23
17.67,37219,23
14.97,37220,23
12.99,37221,23
11.31,37222,23
9.87,37223,23
8.64,37224,23
6.68,37225,23
5.66,37226,22
4.86,37227,22
3.19,37228,22
2.70,37229,22
2.70,37230,22
1.99,37231,21
1.99,37232,21
1.73,37233,21
1.27,37234,21
1.07,37235,21
0.91,37236,20
0.79,37237,20
0.69,37238,20
0.40,37240,20
0.60,37239,20
0.33,37241,20
0.28,37242,20
0.23,37243,21
0.19,37244,21
0.11,37245,22
0.07,37246,22
0.06,37248,22
0.06,37247,22
0.05,37249,22
0.02,37251,22
0.02,37250,22
0.01,37252,22
0.01,37253,22
0.00,37254,21
0.00,37255,21
0.00,37256,21
-0.00,37257,21
-0.01,37258,21
-0.01,37259,20
0.00,37260,20
-0.00,37261,20
-0.00,37262,20
-0.01,37263,20
-0.01,37264,20
-0.02,37265,20
-0.01,37266,21
-0.01,37267,21
-0.02,37268,22
-0.02,37269,22
-0.00,37270,22
0.00,37272,22
0.00,37271,22
-0.00,37274,22
-0.00,37273,22
-0.01,37275,22
0.88,37276,22
0.90,37277,21
0.83,37278,21
4.29,37279,21
4.29,37280,21
4.25,37281,21
3.92,37282,21
3.52,37283,20
3.13,37284,20
7.90,37285,20
7.64,37286,20
7.01,37287,20
6.30,37288,20
10.64,37290,21
9.15,37292,22
10.64,37289,21
10.10,37291,22
12.38,37293,22
12.38,37294,22
12.38,37295,22
11.76,37296,22
10.71,37297,22
9.60,37298,22
14.02,37299,22
13.11,37300,21
11.87,37301,21
10.63,37302,21
14.69,37303,21
13.66,37304,21
12.35,37305,21
11.05,37306,20
9.87,37307,20
14.36,37308,20
13.43,37309,20
12.20,37310,20
10.96,37311,20
9.78,37312,21
14.37,37313,21
13.37,37314,22
12.03,37315,22
10.67,37316,22
14.85,37317,22
13.72,37318,22
12.31,37319,22
14.97,37320,22
13.82,37321,22
13.82,37322,22
11.04,37323,21
14.53,37324,21
13.37,37325,21
13.37,37326,21
10.68,37328,20
9.47,37329,20
13.08,37330,20
10.91,37331,20
9.75,37333,20
10.91,37332,20
7.69,37334,21
7.69,37335,21
11.79,37336,21
10.95,37337,22
9.81,37338,22
8.67,37339,22
7.61,37340,22
11.61,37341,22
10.82,37342,22
9.73,37343,22
8.63,37344,22
7.63,37345,22
11.57,37346,21
10.82,37347,21
8.72,37349,21
9.78,37348,21
7.76,37350,21
11.58,37351,20
10.84,37352,20
9.83,37353,20
8.81,37354,20
7.88,37355,20
11.57,37356,20
10.81,37357,20
9.77,37358,21
8.70,37359,21
11.32,37360,22
10.53,37362,22
10.53,37361,22
9.45,37363,22
7.39,37365,22
8.37,37364,22
11.16,37366,22
10.46,37367,22
9.46,37368,22
8.45,37369,21
11.67,37370,21
10.84,37371,21
9.77,37372,21
8.71,37373,21
7.75,37374,21
0.00,37375,20
10.58,37376,20
10.82,37377,20
10.19,37378,20
9.30,37379,20
8.39,37380,20
7.82,37381,21
6.93,37382,21
6.08,37383,22
4.65,37385,22
5.32,37384,22
3.99,37386,22
3.44,37387,22
2.58,37389,22
2.98,37388,22
2.24,37390,22
1.84,37391,22
1.57,37392,21
1.36,37393,21
1.17,37394,21
0.00,37395,21
0.92,37396,21
0.81,37398,20
0.89,37397,21
0.73,37399,20
0.64,37400,20
0.46,37401,20
0.39,37402,20
0.33,37403,20
0.28,37404,20
0.24,37405,21
0.16,37406,21
0.13,37407,22
0.11,37408,22
0.09,37409,22
0.08,37410,22
0.05,37411,22
0.04,37412,22
0.03,37413,22
0.03,37414,22
0.02,37415,22
0.02,37416,21
0.01,37417,21
0.01,37418,21
0.00,37419,21
-0.00,37420,21
0.01,37421,21
0.01,37422,20
0.00,37423,20
-0.01,37425,20
-0.00,37424,20
-0.01,37426,20
0.00,37427,20
-0.01,37428,21
-0.01,37429,21
-0.02,37430,22
-0.02,37431,22
-0.01,37432,22
-0.00,37433,22
-0.00,37434,22
-0.01,37435,22
-0.01,37436,22
0.01,37437,22
0.01,37438,22
0.00,37439,21
-0.00,37440,21
-0.00,37441,21
0.01,37442,21
0.01,37443,21
0.00,37444,21
0.00,37445,20
-0.00,37446,20
0.01,37447,20
0.01,37448,20
0.01,37449,18
0.00,37450,15
-0.16,37451,11
-0.18,37453, 3
-0.22,37452, 7
-0.17,37455, 0
-0.17,37454, 0
-0.17,37456, 0
-0.17,37457, 0
-0.17,37458, 0
-0.17,37459, 0
-0.17,37460, 0
-0.17,37461, 0
-0.17,37462, 0
-0.17,37463, 0
-0.19,37464, 0
-0.19,37465, 0
-0.18,37466, 3
-0.18,37467, 3
-0.18,37468, 4
-0.18,37469, 5
-0.17,37470, 7
-0.16,37471, 9
-0.16,37472, 9
-0.15,37473,10
-0.14,37474,11
-0.14,37475,12
-0.13,37476,13
0.00,37477,14
0.00,37478,15
-0.10,37479,16
-0.10,37480,18
-0.10,37481,19
-0.09,37482,20
-0.09,37483,21
-0.05,37484,20
-0.05,37485,20
-0.04,37486,20
-0.03,37487,20
-0.03,37488,20
-0.01,37489,20
-0.01,37490,20
-0.01,37491,21
-0.01,37492,22
-0.01,37493,24
-0.01,37494,25
-0.01,37495,25
-0.01,37496,26
-0.01,37497,27
-0.01,37498,27
-0.01,37499,27
-0.01,37501,28
-0.01,37500,28
-0.00,37502,28
-0.00,37503,28
-0.01,37504,29
-0.01,37505,29
-0.00,37506,29
-0.00,37507,29
-0.00,37508,29
-0.00,37509,29
-0.00,37510,29
-0.00,37511,29
-0.00,37513,30
-0.00,37512,30
-0.00,37514,30
-0.00,37515,30
-0.00,37516,29
-0.00,37517,29
0.00,37518,29
0.00,37519,29
0.00,37520,29
0.00,37521,29
0.00,37523,27
0.00,37522,27
0.01,37524,26
-0.02,37525,24
-0.02,37526,24
-0.01,37528,23
-0.01,37529,22
-0.00,37530,22
-0.00,37531,22
-0.00,37532,21
-0.01,37534,21
-0.00,37533,21
-0.01,37535,21
-0.01,37537,20
-0.01,37536,20
0.00,37538,20
0.00,37539,20
0.02,37542,21
0.01,37540,20
0.02,37541,21
0.01,37545,23
0.02,37543,22
0.00,37546,23
0.01,37544,22
0.11,37549,23
0.11,37548,23
0.11,37547,23
0.10,37550,23
0.02,37551,23
0.01,37553,23
0.01,37552,23
0.00,37554,22
0.01,37555,22
-0.02,37557,22
-0.02,37556,22
-0.02,37558,21
-0.01,37559,21
-0.01,37560,21
-0.00,37561,21
-0.02,37562,21
-0.01,37563,20
-0.01,37564,20
-0.01,37565,20
-0.00,37566,20
0.01,37567,20
0.00,37569,21
-0.01,37568,20
0.01,37570,21
0.01,37571,21
0.01,37572,22
-0.01,37573,22
-0.01,37574,22
-0.01,37576,22
-0.01,37575,22
-0.01,37577,22
-0.02,37578,22
-0.02,37579,22
-0.01,37580,22
-0.01,37581,22
-0.01,37582,21
-0.01,37583,21
-0.00,37584,21
0.00,37585,21
0.00,37586,21
0.01,37587,20
-0.00,37588,20
0.00,37589,20
0.01,37591,20
0.01,37590,20
0.01,37592,20
0.01,37594,21
0.01,37593,21
0.01,37595,21
0.01,37596,22
0.00,37598,22
0.00,37597,22
-0.00,37599,22
-0.00,37600,22
-0.01,37601,22
-0.01,37602,22
-0.01,37603,22
-0.01,37604,22
-0.01,37605,22
-0.00,37606,21
-0.00,37608,21
-0.00,37609,21
0.00,37607,21
0.00,37610,21
0.01,37612,20
0.01,37611,20
0.00,37613,20
0.01,37616,20
0.01,37614,20
0.01,37615,20
0.02,37617,20
0.02,37618,21
0.01,37619,21
0.01,37620,22
0.01,37621,22
0.00,37622,22
-0.01,37623,22
-0.01,37624,22
-0.01,37626,22
-0.01,37625,22
-0.01,37627,22
-0.01,37628,22
-0.01,37629,22
-0.01,37630,21
-0.00,37631,21
0.00,37632,21
-0.00,37634,21
0.01,37633,21
0.00,37635,20
0.01,37636,20
0.01,37637,20
0.01,37638,20
0.00,37639,20
0.01,37641,20
0.00,37640,20
0.02,37642,21
0.02,37643,21
0.01,37645,22
0.01,37644,22
0.00,37646,22
0.00,37647,22
-0.01,37649,22
-0.01,37648,22
-0.01,37650,22
-0.01,37651,22
-0.01,37652,22
-0.01,37653,21
-0.01,37654,21
0.00,37656,21
-0.00,37655,21
0.01,37657,21
0.00,37659,20
0.00,37660,20
-0.00,37658,21
0.01,37661,20
0.00,37662,20
0.02,37664,21
0.01,37663,20
0.00,37665,22
-0.01,37667,22
-0.00,37666,22
-0.01,37669,22
-0.01,37668,22
-0.00,37670,22
-0.00,37671,22
-0.00,37672,22
0.00,37674,21
0.00,37673,21
-0.00,37675,21
-0.00,37676,21
-0.00,37678,21
-0.00,37677,21
0.00,37679,21
0.00,37681,21
0.00,37680,21
0.00,37682,21
0.00,37684,20
0.00,37683,20
0.01,37685,20
0.01,37686,20
0.01,37687,20
0.00,37688,20
0.01,37689,20
0.01,37690,21
0.02,37691,21
0.00,37692,22
0.00,37693,22
-0.00,37695,22
-0.00,37694,22
-0.00,37696,22
-0.01,37697,22
-0.01,37698,22
-0.01,37699,22
-0.00,37700,22
0.00,37702,21
0.00,37701,21
-0.00,37703,21
0.00,37704,21
0.01,37705,21
0.01,37706,21
0.01,37707,20
0.00,37708,20
0.00,37709,20
0.01,37710,20
0.01,37711,20
0.01,37712,20
0.01,37713,20
0.01,37714,21
0.01,37715,22
