,steer,nombre
30559,-8.94,63977.0
5349,-0.27,33412.0
23417,5.8,56835.0
11526,0.01,43228.0
31750,24.03,65168.0
14842,0.04,47498.0
13536,0.01,45835.0
19454,-9.39,52872.0
20865,-6.28,54283.0
9333,0.01,38142.0
15504,-0.01,48761.0
26080,-5.71,59498.0
24053,-5.34,57471.0
6613,-6.86,34981.0
11121,-0.01,42380.0
22221,-12.65,55639.0
2202,10.19,29155.0
31222,10.3,64640.0
5745,0.05,33809.0
17881,-8.0,51299.0
3057,0.01,30097.0
17773,-39.42,51191.0
12776,-23.21,45062.0
9974,-5.36,39607.0
17597,-12.49,51015.0
7226,-0.01,35820.0
27546,9.39,60964.0
4240,-8.01,32143.0
2723,0.05,29762.0
6515,-5.09,34883.0
20230,5.89,53648.0
9802,-0.0,39435.0
29630,-15.82,63048.0
30576,36.55,63994.0
13737,0.01,46043.0
18182,20.94,51600.0
18002,-17.76,51420.0
12897,4.79,45187.0
27997,-16.54,61415.0
5327,24.66,33389.0
21857,-5.21,55275.0
10607,-4.44,41391.0
21078,9.77,54496.0
25740,-7.05,59158.0
10334,-2.03,40652.0
27660,-10.56,61078.0
7478,-0.57,36072.0
26909,9.81,60327.0
29798,-12.8,63216.0
28286,-12.42,61704.0
4230,-5.66,32133.0
14322,-0.01,46648.0
8916,0.01,37713.0
21370,5.0,54788.0
5043,-0.01,32957.0
6678,-0.0,35046.0
28047,-14.33,61465.0
14448,-0.19,46775.0
437,-11.07,25792.0
8612,0.92,37396.0
16181,0.01,49445.0
16406,0.01,49715.0
2501,-4.57,29454.0
3986,-0.03,31889.0
528,-0.01,25883.0
7628,-5.8,36233.0
11439,-27.66,43142.0
30992,9.28,64410.0
14859,-0.01,47516.0
18548,21.14,51966.0
24178,6.95,57596.0
21813,-5.34,55231.0
2373,-1.2,29326.0
16552,0.1,49862.0
12617,0.01,44898.0
30086,-20.21,63504.0
18951,-19.04,52369.0
12704,5.55,44986.0
2932,-0.01,29972.0
26236,-11.63,59654.0
29247,-8.59,62665.0
3287,-2.73,30330.0
5587,-0.05,33650.0
5033,0.0,32947.0
3860,0.0,31323.0
10310,-24.09,40628.0
25548,12.96,58966.0
9936,-5.96,39569.0
2578,-1.22,29530.0
25764,-5.19,59182.0
13729,0.0,46034.0
16247,-0.0,49511.0
30454,33.54,63872.0
7795,-0.0,36405.0
435,-9.45,25789.0
25264,-5.55,58682.0
21524,5.69,54942.0
13841,13.83,46153.0
19918,-53.16,53336.0
14307,0.0,46632.0
22746,5.64,56164.0
6267,-0.01,34633.0
20745,-5.18,54163.0
26322,-9.23,59740.0
25008,-7.29,58426.0
19934,-38.85,53352.0
30100,-21.09,63518.0
5883,0.01,34245.0
1981,-1.9,28786.0
14430,1.75,46756.0
7863,-0.0,36473.0
9716,-17.74,39348.0
12340,0.0,44618.0
20156,22.01,53574.0
4554,-5.44,32468.0
2064,-12.48,28870.0
2428,0.19,29382.0
14847,0.01,47504.0
9364,0.0,38173.0
9644,0.0,39021.0
12613,-0.0,44894.0
9804,0.01,39437.0
12672,9.47,44954.0
20320,7.11,53738.0
2438,-0.14,29391.0
19360,-19.09,52778.0
21404,5.46,54822.0
29873,9.71,63291.0
29389,-14.53,62807.0
25983,20.58,59401.0
2681,-0.01,29635.0
15491,0.01,48747.0
19094,-8.35,52512.0
27436,-5.43,60854.0
31487,-8.26,64905.0
1855,0.0,28659.0
13051,6.36,45341.0
3212,-0.0,30253.0
28137,41.12,61555.0
24508,6.56,57926.0
7858,-0.01,36469.0
25487,-18.28,58905.0
31305,-23.52,64723.0
15090,8.57,47749.0
25647,36.87,59065.0
8956,0.01,37753.0
2298,-3.44,29250.0
6968,-0.0,35543.0
12272,0.0,44494.0
18606,-33.54,52024.0
29472,8.71,62890.0
19676,-30.21,53094.0
3534,-0.09,30578.0
18187,19.48,51605.0
30653,-15.02,64071.0
23795,-9.49,57213.0
24306,8.42,57724.0
1359,1.4,27565.0
25610,-7.53,59028.0
6617,-5.52,34983.0
6851,0.0,35219.0
30243,27.89,63661.0
3759,0.01,30803.0
28499,9.43,61917.0
29646,-16.01,63064.0
7093,-0.21,35686.0
12154,0.01,44362.0
19943,19.27,53361.0
19992,-10.59,53410.0
7090,-0.22,35683.0
23099,17.67,56517.0
15121,7.8,47783.0
31586,-14.49,65004.0
8143,1.03,36757.0
16846,0.01,50157.0
12270,-0.0,44492.0
6222,-0.02,34588.0
21550,10.29,54968.0
21101,-9.57,54519.0
20622,6.04,54040.0
22715,-6.45,56133.0
12778,-19.17,45064.0
20966,7.48,54384.0
29694,-9.89,63112.0
14980,0.0,47638.0
9411,-0.0,38220.0
5673,-6.28,33736.0
19738,-12.3,53156.0
4550,-4.48,32464.0
17950,18.89,51368.0
27919,-53.16,61337.0
9784,0.0,39417.0
1309,5.96,27515.0
7147,-0.01,35741.0
6274,-0.01,34640.0
372,-0.08,25725.0
26764,8.25,60182.0
20907,-9.65,54325.0
26817,-20.31,60235.0
7792,0.01,36402.0
9013,-0.0,37810.0
3289,-2.4,30331.0
13285,1.43,45580.0
12739,-19.16,45023.0
9336,0.02,38145.0
20274,9.56,53692.0
10406,-0.02,40724.0
4878,-0.01,32792.0
19710,-10.78,53128.0
27031,13.41,60449.0
18473,9.76,51891.0
14249,-0.0,46571.0
28437,-11.31,61855.0
19474,-10.38,52892.0
28225,11.3,61643.0
13790,0.19,46101.0
5189,-9.48,33103.0
22784,5.48,56202.0
7394,-9.03,35988.0
6514,-5.35,34882.0
17087,1.2,50400.0
21256,-40.57,54674.0
10049,-3.74,39693.0
19636,9.77,53054.0
12792,-23.1,45077.0
1800,-0.0,28603.0
24328,13.92,57746.0
28179,9.45,61597.0
31887,-9.23,65305.0
2622,0.06,29575.0
19929,47.34,53347.0
21823,-5.09,55241.0
9816,-0.0,39448.0
10018,-0.47,39651.0
6587,-4.84,34955.0
29006,8.73,62424.0
13255,6.31,45550.0
27497,-17.06,60915.0
5759,0.01,33823.0
2392,-0.88,29345.0
26132,-13.83,59550.0
16611,3.33,49922.0
31891,-9.22,65309.0
30984,10.32,64402.0
27238,-9.22,60656.0
29410,10.95,62828.0
9403,0.01,38212.0
4404,27.77,32319.0
20423,-6.78,53841.0
18657,-10.13,52075.0
13352,-0.01,45648.0
7362,-6.18,35956.0
1806,0.0,28609.0
1459,-0.02,27665.0
23412,-5.26,56830.0
26143,11.76,59561.0
29769,8.74,63187.0
23579,-8.11,56997.0
4007,-0.0,31911.0
22216,9.08,55634.0
2816,0.01,29856.0
17363,-10.26,50781.0
28167,9.7,61585.0
18587,-20.03,52005.0
18149,22.89,51567.0
6988,0.0,35563.0
26363,6.74,59781.0
28566,24.31,61984.0
12742,-14.64,45025.0
4658,-0.01,32572.0
23322,-6.45,56740.0
15223,37.05,48007.0
15592,0.0,48849.0
22852,8.67,56270.0
11989,0.02,44192.0
30956,-11.6,64374.0
3719,-0.01,30763.0
1009,-0.06,27214.0
26503,8.75,59921.0
1858,-0.0,28663.0
5045,-0.02,32959.0
24889,7.28,58307.0
26183,7.51,59601.0
10399,0.0,40717.0
29778,-10.24,63196.0
11946,0.0,44149.0
20525,-5.76,53943.0
31357,-64.79,64775.0
23610,11.59,57028.0
8338,0.01,36962.0
12534,0.03,44814.0
6850,0.01,35218.0
9375,0.02,38184.0
2152,0.01,28959.0
9613,-0.0,38990.0
2066,-11.27,28871.0
28631,9.69,62049.0
14029,0.0,46347.0
4634,-0.03,32548.0
28949,8.08,62367.0
21032,8.17,54450.0
20844,5.5,54262.0
8252,-0.01,36876.0
6736,-9.08,35104.0
5809,-0.01,33873.0
14512,-0.0,47160.0
8960,0.01,37757.0
18280,10.25,51698.0
13384,0.0,45680.0
990,-0.0,26484.0
10042,-5.18,39686.0
23292,-7.75,56710.0
22953,24.05,56371.0
12227,0.01,44447.0
5848,-0.07,34209.0
6034,-0.01,34395.0
24504,8.54,57922.0
13603,16.16,45902.0
2407,-0.42,29360.0
22466,5.45,55884.0
22161,-6.23,55579.0
30498,9.83,63916.0
30101,19.68,63519.0
24426,5.76,57844.0
31389,-11.69,64807.0
30386,-22.66,63804.0
1405,11.07,27612.0
19900,-21.33,53318.0
1877,0.0,28681.0
11510,-0.04,43213.0
27118,-15.26,60536.0
2235,-4.11,29188.0
14602,-0.03,47253.0
3537,-0.05,30581.0
27438,-7.43,60856.0
2104,-1.6,28910.0
17017,7.41,50330.0
7405,-5.84,35999.0
7082,0.0,35659.0
26777,-13.34,60195.0
24175,-7.63,57593.0
11289,0.0,42743.0
8294,-0.01,36919.0
10462,-15.21,41246.0
20713,-5.64,54131.0
22571,36.46,55989.0
28458,-8.85,61876.0
8217,-0.0,36841.0
2460,0.06,29413.0
31260,13.12,64678.0
24509,-5.72,57927.0
1675,0.0,28476.0
24973,6.12,58391.0
11189,-0.01,42448.0
24939,31.28,58357.0
25930,-5.47,59348.0
27931,-47.34,61349.0
16368,-0.15,49677.0
7971,-22.67,36581.0
18331,8.15,51749.0
10454,-20.65,41237.0
10798,-4.97,41595.0
18506,30.3,51924.0
370,-0.09,25723.0
15853,0.02,49117.0
8163,-0.01,36777.0
7313,-9.41,35907.0
11645,-0.0,43833.0
24356,19.53,57774.0
3573,0.0,30615.0
31804,36.37,65222.0
18489,15.51,51907.0
30914,-15.13,64332.0
30114,-8.55,63532.0
26082,-7.81,59500.0
23893,-9.66,57311.0
13498,-0.01,45797.0
17524,9.91,50942.0
13298,0.18,45594.0
24983,8.03,58401.0
20216,6.26,53634.0
25941,8.0,59359.0
27948,16.94,61366.0
19699,23.85,53117.0
7596,-6.35,36201.0
970,0.0,26463.0
22866,18.59,56284.0
14123,0.02,46445.0
7330,-6.34,35924.0
5667,-3.97,33730.0
28634,-9.69,62052.0
4989,0.0,32903.0
29292,39.53,62710.0
5988,-0.01,34349.0
23268,-10.53,56686.0
19316,-8.05,52734.0
26400,-5.7,59818.0
28783,-26.84,62201.0
6761,7.34,35129.0
5204,-12.43,33118.0
11965,0.01,44167.0
6984,0.0,35559.0
19210,8.94,52628.0
6028,-0.01,34388.0
15482,-0.0,48737.0
27550,8.51,60968.0
16887,0.01,50200.0
19575,-24.84,52993.0
7150,-0.02,35744.0
28645,10.19,62063.0
635,-0.05,26008.0
11042,0.0,42301.0
31835,-34.34,65253.0
1466,-0.0,27671.0
8318,-0.01,36943.0
17147,-9.0,50565.0
25945,6.47,59363.0
9587,-2.07,38938.0
16672,0.79,49983.0
16093,0.01,49357.0
1731,-19.03,28532.0
26684,-31.8,60102.0
12232,0.02,44452.0
231,0.01,25502.0
4594,-6.5,32508.0
22423,-6.89,55841.0
819,0.0,26195.0
18563,33.68,51981.0
27328,-6.35,60746.0
24220,14.95,57638.0
28504,-9.57,61922.0
26267,54.29,59685.0
12707,3.35,44989.0
21520,7.26,54938.0
23669,-13.86,57087.0
9310,0.38,38119.0
443,-6.57,25798.0
2107,-1.2,28915.0
18497,19.63,51915.0
31786,11.48,65204.0
31318,14.41,64736.0
30484,8.03,63902.0
5685,-4.84,33748.0
24396,16.12,57814.0
19642,6.57,53060.0
22910,21.83,56328.0
29533,27.89,62951.0
821,0.0,26196.0
778,0.85,26153.0
28801,-33.72,62219.0
31925,-9.84,65343.0
17542,-37.8,50960.0
12186,0.01,44406.0
26062,-5.75,59480.0
12152,0.02,44360.0
4906,0.0,32820.0
14708,1.42,47360.0
12306,-0.17,44529.0
16369,-0.15,49678.0
31293,-25.7,64711.0
31733,-9.33,65151.0
10191,-0.01,39835.0
1045,0.0,27250.0
1376,2.77,27582.0
15987,-0.0,49251.0
26825,-26.95,60243.0
8975,-0.0,37772.0
10361,-0.02,40678.0
2801,0.0,29840.0
27964,11.49,61382.0
29559,13.86,62977.0
22192,7.34,55610.0
24559,-9.37,57977.0
11229,0.13,42683.0
12871,0.0,45159.0
29527,19.64,62945.0
30562,15.82,63980.0
15046,9.19,47705.0
23935,-6.52,57353.0
3305,-2.53,30347.0
16144,0.0,49408.0
21219,16.87,54637.0
31177,-36.39,64595.0
17141,-14.55,50559.0
9121,5.18,37918.0
2647,0.0,29600.0
24202,12.36,57620.0
11697,7.28,43886.0
16992,7.2,50305.0
22643,-5.91,56061.0
18778,24.31,52196.0
26809,-27.59,60227.0
17655,-9.46,51073.0
7,0.0,25279.0
13593,27.97,45893.0
10157,0.01,39801.0
29787,8.63,63205.0
13254,7.89,45549.0
4754,-0.01,32668.0
21238,-28.41,54656.0
19219,-9.81,52637.0
27764,10.25,61182.0
11108,0.0,42366.0
26359,6.75,59777.0
16042,0.01,49306.0
14228,-0.01,46550.0
5590,0.05,33653.0
26727,12.08,60145.0
13273,5.94,45569.0
6124,-0.0,34487.0
24461,-6.35,57879.0
7534,23.69,36139.0
22990,-37.61,56408.0
28320,26.75,61738.0
22034,5.31,55452.0
25719,5.2,59137.0
15872,0.0,49136.0
8246,-0.01,36870.0
4559,-5.54,32473.0
30611,-22.37,64029.0
28103,36.59,61521.0
30295,11.93,63713.0
17977,-43.92,51395.0
25768,-7.56,59186.0
29317,-8.64,62735.0
199,0.0,25472.0
25690,-27.3,59108.0
5819,0.02,33883.0
22590,-31.57,56008.0
7470,-0.41,36064.0
30844,-20.58,64262.0
31699,-8.67,65117.0
1293,2.02,27499.0
28698,-10.63,62116.0
13547,-0.01,45846.0
2076,-9.87,28884.0
8836,-0.0,37634.0
18262,10.33,51680.0
26250,-6.19,59668.0
30399,10.83,63817.0
31164,30.4,64582.0
12960,0.0,45250.0
2653,-0.01,29606.0
14714,3.1,47366.0
10102,-9.2,39747.0
4474,-5.74,32388.0
13261,8.97,45557.0
10551,-0.0,41335.0
21034,7.29,54452.0
20132,9.5,53550.0
11295,0.01,42749.0
17528,9.76,50946.0
24442,8.52,57860.0
6378,0.0,34744.0
30349,37.99,63767.0
8656,-0.0,37440.0
20847,-7.0,54265.0
2200,15.82,29153.0
23971,-5.96,57389.0
9499,0.0,38308.0
20282,10.34,53700.0
14845,0.03,47502.0
28301,10.35,61719.0
9104,2.47,37901.0
15582,-0.01,48839.0
6705,0.01,35073.0
21678,13.15,55096.0
23578,5.12,56996.0
30883,17.35,64301.0
26650,-9.88,60068.0
527,-0.01,25880.0
4217,-5.38,32120.0
28848,-8.79,62266.0
1394,10.2,27600.0
25879,6.25,59297.0
24661,-6.61,58079.0
1661,0.0,28316.0
47,14.41,25319.0
3751,0.0,30795.0
7819,0.01,36429.0
27139,10.29,60557.0
31802,26.38,65220.0
30235,19.63,63653.0
7114,-0.03,35707.0
24102,28.33,57520.0
23420,-5.15,56838.0
22619,-6.22,56037.0
8306,-0.0,36931.0
17287,-13.88,50705.0
1471,0.0,27679.0
22298,8.31,55716.0
6629,-6.0,34997.0
18958,-38.82,52376.0
9800,-0.01,39433.0
19387,17.72,52805.0
29471,-8.71,62889.0
12235,0.0,44455.0
16303,7.62,49567.0
15748,24.46,49012.0
9189,4.29,37987.0
28697,10.63,62115.0
30539,-9.79,63957.0
19175,10.78,52593.0
6581,-4.79,34949.0
25757,7.99,59175.0
25493,-21.81,58911.0
14395,6.3,46720.0
25488,18.28,58906.0
23067,36.88,56485.0
5901,0.01,34262.0
29199,-37.23,62617.0
7048,-0.0,35624.0
19639,-9.77,53057.0
21158,6.47,54576.0
4127,0.0,32031.0
6402,-2.91,34768.0
28169,9.09,61587.0
30794,-17.22,64212.0
14420,21.49,46745.0
9831,0.0,39464.0
25503,-20.21,58921.0
415,-17.38,25768.0
31556,27.36,64974.0
9715,-15.82,39349.0
2122,-0.15,28929.0
13437,0.01,45733.0
6801,0.06,35169.0
20104,-10.7,53522.0
12689,14.87,44972.0
3611,-11.92,30655.0
17277,-14.01,50695.0
31121,-8.54,64539.0
19099,-9.72,52517.0
18651,-9.73,52069.0
28450,9.73,61868.0
19430,-8.07,52848.0
425,-13.07,25780.0
3662,0.87,30706.0
10421,-1.15,41204.0
25283,-13.16,58701.0
27088,-36.97,60506.0
12400,-0.09,44677.0
10972,0.01,41769.0
12472,-0.0,44751.0
1705,-26.21,28506.0
22264,-8.53,55682.0
26678,-37.05,60096.0
5805,-0.02,33869.0
19281,-36.37,52699.0
27469,5.87,60887.0
27396,-5.47,60814.0
21012,6.13,54430.0
31626,-32.77,65044.0
5806,-0.02,33870.0
24510,5.72,57928.0
26572,-7.34,59990.0
556,-0.01,25908.0
5150,-7.53,33065.0
7653,-6.74,36258.0
22805,-5.03,56223.0
26702,-33.86,60120.0
21433,-6.66,54851.0
13802,5.23,46114.0
4244,-5.46,32146.0
8645,-0.01,37429.0
14678,8.57,47330.0
10207,0.01,39851.0
12273,0.0,44495.0
3032,0.01,30072.0
1690,-6.99,28491.0
25361,-21.6,58779.0
31625,32.77,65043.0
28975,8.14,62393.0
29277,-36.88,62695.0
8519,10.63,37302.0
15634,0.25,48892.0
6288,-0.0,34654.0
29074,-8.96,62492.0
2425,0.13,29378.0
27704,38.99,61122.0
25146,-26.95,58564.0
14210,0.01,46532.0
22361,-6.52,55779.0
19167,-8.04,52585.0
4456,-4.66,32370.0
24938,-33.78,58356.0
24092,25.93,57510.0
10003,-0.25,39637.0
9395,0.0,38204.0
24756,11.93,58174.0
14268,0.0,46591.0
28066,11.41,61484.0
7864,0.0,36474.0
7985,-9.2,36595.0
31590,-10.78,65008.0
19121,-8.75,52539.0
8565,9.78,37348.0
27949,-10.43,61367.0
16520,-0.02,49830.0
1516,-0.03,28171.0
24652,7.62,58070.0
14606,-0.01,47257.0
12515,0.01,44794.0
23218,-10.95,56636.0
12165,0.25,44384.0
31828,35.35,65246.0
21269,30.74,54687.0
11000,-0.13,42259.0
30039,19.13,63457.0
30361,24.35,63779.0
10452,-13.92,41235.0
27275,8.26,60693.0
24263,-24.09,57681.0
13776,0.01,46086.0
422,-12.09,25776.0
7751,-0.21,36358.0
9444,0.0,38253.0
29175,-24.65,62593.0
29656,-18.02,63074.0
18272,10.22,51690.0
26490,-9.27,59908.0
14452,-0.14,46779.0
14346,-0.01,46670.0
15253,5.57,48037.0
17483,11.0,50901.0
10832,-25.15,41629.0
22440,5.56,55858.0
31384,10.17,64802.0
30825,25.77,64243.0
14751,3.41,47405.0
29127,26.51,62545.0
9443,-0.0,38252.0
14454,-0.08,46781.0
1827,0.01,28631.0
21549,-10.29,54967.0
1398,6.89,27604.0
14418,27.52,46743.0
24895,14.13,58313.0
26338,-5.06,59756.0
12603,0.0,44884.0
7746,-0.46,36353.0
31275,-15.19,64693.0
24974,-6.12,58392.0
28419,10.91,61837.0
10509,-1.81,41292.0
20628,6.35,54046.0
25854,-8.34,59272.0
9257,5.54,38055.0
10716,-9.67,41500.0
25577,7.04,58995.0
2550,-6.69,29503.0
31235,-8.17,64653.0
19609,-10.49,53027.0
9727,-20.13,39360.0
269,-0.01,25543.0
13399,-0.0,45695.0
16990,8.8,50303.0
19871,8.77,53289.0
7601,-6.7,36206.0
24333,-18.84,57751.0
1929,0.0,28735.0
29008,16.69,62426.0
8411,22.85,37194.0
15587,0.01,48844.0
17620,8.78,51038.0
18623,-9.51,52041.0
792,0.07,26167.0
21919,-8.79,55337.0
31296,27.46,64714.0
8535,13.72,37318.0
19501,6.46,52919.0
27878,12.06,61296.0
569,-0.24,25924.0
29342,13.11,62760.0
24174,7.86,57592.0
6063,-0.0,34425.0
30864,-18.09,64282.0
2277,-5.06,29232.0
28916,-9.41,62334.0
13879,0.86,46192.0
17628,8.25,51046.0
20530,5.49,53948.0
16576,8.05,49886.0
28668,-11.12,62086.0
7161,-0.0,35756.0
15652,6.85,48910.0
10204,0.01,39848.0
8753,0.1,37550.0
24759,-9.5,58177.0
7034,-0.01,35610.0
2569,-1.96,29522.0
30701,13.64,64119.0
13644,0.01,45946.0
24428,5.1,57846.0
15251,8.04,48035.0
12498,-0.08,44777.0
21739,13.4,55157.0
4320,-0.32,32223.0
1941,-0.0,28747.0
29124,-22.07,62542.0
12202,-0.01,44422.0
18811,18.09,52229.0
19020,-11.23,52438.0
27863,-13.02,61281.0
16110,0.01,49374.0
28931,9.74,62349.0
13302,0.1,45598.0
25629,6.65,59047.0
5664,-3.24,33727.0
7936,0.0,36546.0
9510,-0.17,38319.0
10358,-0.02,40676.0
26121,8.17,59539.0
22735,-6.71,56153.0
2936,0.01,29976.0
25267,-5.86,58685.0
26302,-21.49,59720.0
9434,0.0,38243.0
7251,-0.01,35845.0
28937,9.42,62355.0
163,2.72,25435.0
20890,5.96,54308.0
15773,3.64,49035.0
9221,6.42,38019.0
2690,0.03,29644.0
4893,0.0,32807.0
21315,-6.89,54733.0
1702,-12.81,28503.0
15279,0.02,48062.0
18422,20.21,51840.0
3127,0.0,30166.0
8440,9.87,37223.0
1007,-0.06,27213.0
9297,0.0,38106.0
9581,-13.86,38931.0
13497,-0.01,45796.0
8770,0.01,37567.0
24410,17.18,57828.0
19667,38.99,53085.0
10121,-0.55,39765.0
15862,0.0,49126.0
4188,-8.74,32091.0
3401,-4.02,30445.0
23180,-14.85,56598.0
30288,-14.0,63706.0
13495,-0.01,45794.0
24389,-22.2,57807.0
16001,0.0,49265.0
14590,0.0,47241.0
14000,0.0,46316.0
11732,9.13,43924.0
2180,45.61,29133.0
9901,-6.72,39534.0
16140,0.02,49404.0
11447,-24.35,43149.0
15727,1.39,48988.0
14237,0.01,46559.0
9639,0.0,39016.0
6770,9.51,35137.0
24610,9.67,58028.0
17004,7.08,50317.0
28505,8.93,61923.0
13139,3.61,45429.0
25273,-10.26,58691.0
14702,5.21,47354.0
3528,-0.22,30572.0
29463,-8.45,62881.0
5885,0.01,34244.0
23750,14.1,57168.0
29490,-8.52,62908.0
19584,21.75,53002.0
27461,7.0,60879.0
9733,-18.7,39366.0
3973,-0.12,31876.0
28527,9.63,61945.0
8978,0.0,37776.0
27267,7.29,60685.0
10327,-5.57,40645.0
23834,9.74,57252.0
8181,0.0,36806.0
11760,6.76,43953.0
25335,-22.1,58753.0
29434,10.84,62852.0
4608,-1.82,32522.0
9428,0.0,38237.0
14795,-0.38,47449.0
31692,8.46,65110.0
26160,-7.82,59578.0
30547,-9.01,63965.0
15002,0.0,47659.0
17553,-39.01,50971.0
1822,-0.01,28624.0
1190,0.0,27395.0
1605,0.0,28260.0
25024,-8.24,58442.0
18535,9.49,51953.0
24390,22.2,57808.0
18576,14.9,51994.0
8638,0.01,37422.0
22454,5.81,55872.0
4493,-6.96,32407.0
22624,6.5,56042.0
4535,-6.66,32449.0
26885,8.09,60303.0
10586,0.01,41369.0
29723,10.11,63141.0
16146,-0.0,49410.0
30300,-9.5,63718.0
3749,0.01,30793.0
22845,-5.01,56263.0
22880,43.29,56298.0
12584,-0.01,44864.0
24480,8.58,57898.0
15149,6.44,47809.0
8335,-0.0,36961.0
27122,-13.46,60540.0
17202,12.09,50620.0
21196,6.43,54614.0
24505,-7.51,57923.0
734,9.41,26108.0
8317,-0.01,36942.0
31306,23.52,64724.0
31443,-8.06,64861.0
4639,-0.02,32553.0
2903,-0.01,29942.0
29945,18.48,63363.0
13657,-0.01,45959.0
19745,12.86,53163.0
4708,-0.01,32621.0
6244,-0.02,34610.0
1735,-8.04,28537.0
29917,17.83,63335.0
17270,-13.38,50688.0
28348,39.01,61766.0
2538,-4.19,29491.0
30002,-8.42,63420.0
25622,-11.43,59040.0
12540,0.02,44820.0
15687,11.78,48946.0
5897,0.0,34258.0
19911,49.39,53329.0
12050,-0.0,44255.0
14341,-0.0,46666.0
16103,-0.01,49367.0
29795,14.09,63213.0
5906,0.01,34267.0
30074,-17.72,63492.0
24272,24.41,57690.0
11156,-0.01,42415.0
7269,-0.01,35863.0
15682,10.87,48941.0
17209,10.56,50627.0
30424,31.9,63842.0
22620,6.22,56038.0
26555,6.27,59973.0
14211,0.01,46531.0
21429,-6.65,54847.0
14170,0.01,46491.0
5893,-0.01,34254.0
4694,-0.0,32608.0
21364,6.9,54782.0
17149,-9.23,50567.0
14860,-0.01,47517.0
262,0.01,25534.0
22528,-9.43,55946.0
14789,-0.58,47445.0
9200,6.68,37998.0
15112,7.29,47771.0
15314,-0.01,48098.0
22036,5.1,55454.0
21076,9.77,54494.0
18617,-10.78,52035.0
13993,-0.01,46309.0
20836,5.09,54254.0
5910,0.0,34271.0
26334,-8.57,59752.0
30806,-26.38,64224.0
2346,-5.21,29299.0
11312,0.01,42766.0
11979,0.0,44182.0
12505,-0.02,44784.0
16814,0.01,50125.0
17333,-37.61,50751.0
24923,29.05,58341.0
23204,-13.08,56622.0
1992,-5.57,28797.0
20116,7.59,53534.0
27504,12.29,60922.0
30828,-23.47,64246.0
11126,0.01,42385.0
4383,14.3,32297.0
9183,5.15,37981.0
1639,0.0,28293.0
26607,5.66,60025.0
6574,-6.38,34941.0
7133,0.01,35726.0
4932,0.01,32846.0
26973,9.29,60391.0
14934,-0.0,47590.0
27409,6.06,60827.0
6070,0.01,34432.0
3485,-6.85,30529.0
21646,11.94,55064.0
12011,0.01,44215.0
3460,-4.22,30504.0
10351,-0.09,40669.0
15627,-0.02,48884.0
13030,0.0,45320.0
27623,20.21,61041.0
2924,0.0,29964.0
29939,26.0,63357.0
1496,0.23,28150.0
5151,-7.53,33064.0
3483,-4.25,30527.0
26741,-5.03,60159.0
15157,6.52,47818.0
20231,-9.53,53649.0
24828,35.99,58246.0
7178,-0.01,35772.0
9814,0.0,39447.0
16680,-0.25,49991.0
19506,-5.05,52924.0
21119,-7.15,54537.0
2259,-4.05,29212.0
16157,0.01,49421.0
27076,-40.82,60494.0
14203,-0.01,46524.0
29054,38.42,62472.0
11104,0.01,42363.0
4871,0.0,32785.0
27477,-17.32,60895.0
8777,-0.01,37574.0
11477,-2.19,43180.0
12697,0.0,44979.0
311,0.0,25584.0
5,0.0,25277.0
15565,0.0,48822.0
6874,-0.0,35242.0
6446,-2.13,34811.0
7623,-5.8,36228.0
16651,-2.65,49962.0
11283,-0.0,42737.0
14881,0.01,47538.0
23930,9.52,57348.0
3599,-1.78,30643.0
24360,15.42,57778.0
3093,0.0,30133.0
19679,31.95,53097.0
14285,0.01,46608.0
19048,-37.33,52466.0
1203,0.0,27408.0
8758,0.01,37555.0
26181,8.33,59599.0
31688,9.51,65106.0
18498,17.71,51916.0
3076,-0.01,30116.0
14873,0.01,47529.0
19270,-12.44,52688.0
10665,-9.57,41449.0
25570,-8.84,58988.0
14932,0.0,47589.0
5621,0.02,33685.0
20537,-5.08,53955.0
23559,6.72,56977.0
16249,0.0,49513.0
23483,5.0,56901.0
1645,-0.01,28300.0
3632,9.19,30676.0
11438,-30.49,43140.0
15584,-0.01,48840.0
27646,-12.09,61064.0
16413,0.0,49722.0
7877,0.0,36487.0
1214,-0.01,27419.0
31680,9.81,65098.0
3036,-0.0,30076.0
1144,-0.01,27349.0
9015,-0.0,37812.0
22897,-27.11,56315.0
24885,7.81,58303.0
16463,-0.03,49772.0
26933,8.67,60351.0
24930,-34.36,58348.0
6047,-0.0,34409.0
2439,-0.15,29392.0
5928,-0.0,34289.0
23112,-6.68,56530.0
26090,-5.05,59508.0
17593,-9.3,51011.0
17475,8.63,50893.0
30924,-20.77,64342.0
16686,-0.22,49997.0
30995,-12.07,64413.0
6068,0.0,34430.0
27086,-39.13,60504.0
830,0.01,26205.0
12971,-0.0,45261.0
26838,18.7,60256.0
16607,5.9,49918.0
29577,13.05,62995.0
18270,8.69,51688.0
16515,-0.02,49823.0
28844,-8.62,62262.0
20247,-8.18,53665.0
6530,-3.98,34898.0
31698,11.03,65116.0
28292,-12.7,61710.0
3778,-0.11,31241.0
5528,0.53,33591.0
30442,34.36,63860.0
25679,36.63,59097.0
20529,-5.49,53947.0
25429,-21.35,58847.0
7038,0.0,35614.0
17609,8.35,51027.0
14499,-0.04,47147.0
6592,-5.64,34960.0
6275,0.0,34641.0
29528,-19.64,62946.0
31657,11.54,65075.0
7665,-6.27,36270.0
